index	section	title	bvid	aid	cid	url
141	正片	广东东莞十年老面馆，年赚30万！大姐还想着学习赚更多@勇哥餐饮原创	BV198P9zKEBN	116199702660396	36581017669	https://www.bilibili.com/video/BV198P9zKEBN/
142	正片	巨大商业奇遇！家是本拼好蛋！拉人头送鸡蛋，餐饮界拼夕夕？@勇哥餐饮原创	BV1BgPfzsEec	116202806444660	36591176957	https://www.bilibili.com/video/BV1BgPfzsEec/
143	正片	小伙校园卖炸鸡月赚8千，来自勇哥的“认可” @勇哥餐饮原创	BV1P2wtzkEhQ	116227636724221	36696556784	https://www.bilibili.com/video/BV1P2wtzkEhQ/
144	正片	30万开彩票咖啡店！勇哥苦劝不听，已经开业 @勇哥餐饮原创	BV1tbwWzBErq	116225891962035	36687186138	https://www.bilibili.com/video/BV1tbwWzBErq/
145	正片	20万开的米线店亏钱怎么办？勇哥：一碗猪脚饭，吃出男人的浪漫！ @勇哥餐饮原创	BV1ScwnzFEAs	116221999582797	36673031332	https://www.bilibili.com/video/BV1ScwnzFEAs/
146	正片	见人赚钱钩子痒，于是60万也开串串火锅，每天亏6百，开业两个月就坚持不住了@勇哥餐饮原创	BV1KFckz7EGU	116215959847068	36648256448	https://www.bilibili.com/video/BV1KFckz7EGU/
147	正片	年赚30万的烧烤店，只需要2万转让费！大哥听信接盘后每月亏7千，才知道上当了@勇哥餐饮原创	BV1VCNFzQETk	116203930583448	36597402121	https://www.bilibili.com/video/BV1VCNFzQETk/
148	正片	鸟巢旁边卖小吃，1辆能赚十几万，大哥手里还握有多辆小吃车！@勇哥餐饮原创	BV1mVcXz7Evj	116204953930767	36602905344	https://www.bilibili.com/video/BV1mVcXz7Evj/
149	正片	找不到瑞幸官网，50万开杂牌咖啡，全部赔光@勇哥餐饮原创	BV1NDcZztEEt	116209852876464	36622501939	https://www.bilibili.com/video/BV1NDcZztEEt/
150	正片	海绵堡堡汉堡店，每月能赚3万！老板表示很累。@勇哥餐饮原创	BV1gkwFzrELX	116211044060810	36629055567	https://www.bilibili.com/video/BV1gkwFzrELX/
151	正片	20万接下80万的户外营地，做钓虾值不值？@勇哥餐饮原创	BV1udcCzZEYU	116216832264072	36653172504	https://www.bilibili.com/video/BV1udcCzZEYU/
152	正片	30万开火锅店月亏1万，本想增加收入，没想到越坚持越亏钱@勇哥餐饮原创	BV1qgcSzXEpn	116220103821091	36662217551	https://www.bilibili.com/video/BV1qgcSzXEpn/
153	正片	富二代学生28万开餐吧，每月亏2万，勇哥让马上关店，小伙不死心  @勇哥餐饮原创	BV1HPcQzvEp6	116220942617596	36666345956	https://www.bilibili.com/video/BV1HPcQzvEp6/
154	正片	先开汽车养护亏了20万，又30万开干蒸菜又赔光！还想要接着干！@勇哥餐饮原创	BV1pCc6zuEBz	116214584049811	36640720321	https://www.bilibili.com/video/BV1pCc6zuEBz/
155	正片	大学生要开米线店没钱，要姐姐的创业贷！家里已经负债60万，勇哥：当你姐真倒霉 @勇哥餐饮原创	BV1bcwXznE54	116242451139357	36756193701	https://www.bilibili.com/video/BV1bcwXznE54/
156	正片	36万开店全赔光！十年打工一场空，负债也要当老板@勇哥餐饮原创	BV1W1ckz1Ew7	116215389357722	36645046893	https://www.bilibili.com/video/BV1W1ckz1Ew7/
157	正片	大学生贷款创业，25万开自助串串，从日赚9元到月亏9千！@勇哥餐饮原创	BV1UuPqz1E6G	116171433052085	36454338261	https://www.bilibili.com/video/BV1UuPqz1E6G/
158	正片	16万开魔术主题酒吧，先到酒吧表演适应后，再来开店，感觉很靠谱啊 @勇哥餐饮原创	BV1cgPQzGEaq	116198746360021	36575513043	https://www.bilibili.com/video/BV1cgPQzGEaq/
159	正片	姑娘花10万开糖水店，0元房租还能每月亏损6千块！@勇哥餐饮原创	BV1oycozkEVV	116208426879144	36614505191	https://www.bilibili.com/video/BV1oycozkEVV/
160	正片	小伙生意不好找勇哥支招，但我亏钱也不想改！勇哥；倒闭后再找我。 @勇哥餐饮原创	BV1aowMzPEVL	116233492039478	36720675896	https://www.bilibili.com/video/BV1aowMzPEVL/
161	正片	小伙拿媳妇当挡箭牌，非要10万开奶茶店，位置远在集装箱二层，这钱是非亏不可！@勇哥餐饮原创	BV1vpwjzbEC9	116236931303195	36732275494	https://www.bilibili.com/video/BV1vpwjzbEC9/
162	正片	小伙全负债0元起手，25万开小火锅，难道只能卖房还债啦？勇次郎：小红薯大法发动！@勇哥餐饮原创	BV1SZw7zWEE1	116238374142435	36740664051	https://www.bilibili.com/video/BV1SZw7zWEE1/
163	正片	奶茶快招受害者-1，多亏前一天刷到勇哥视频！ @勇哥餐饮原创	BV1JowDzPE41	116242820107063	36757965749	https://www.bilibili.com/video/BV1JowDzPE41/
164	正片	负债23万开面馆，开业后每月亏2万，亏的连房租都掏不出来了 @勇哥餐饮原创	BV1g7w9ztEfn	116243692523125	36763141883	https://www.bilibili.com/video/BV1g7w9ztEfn/
165	正片	听信免费飞机票，夫妻飞到快招总部，35万开铁板烧每月亏2万  @勇哥餐饮原创	BV16HwRzCEtK	116244934035451	36770546605	https://www.bilibili.com/video/BV16HwRzCEtK/
166	正片	985研究生毕业困难，只能卖炸鸡！勇次郎在线摇人 @勇哥餐饮原创	BV1eiwRzPEcT	116244715931534	36768189631	https://www.bilibili.com/video/BV1eiwRzPEcT/
167	正片	二次元小登厨披萨店！对于二刺螈勇哥有点懵！@勇哥餐饮原创	BV1jJFfzyE37	116033054642060	35904162792	https://www.bilibili.com/video/BV1jJFfzyE37/
168	正片	30万开二次元餐厅，顾客全是勇哥粉丝！振兴青岛二次元！ @勇哥餐饮原创	BV1nBwkz5EUw	116254983588803	36812360651	https://www.bilibili.com/video/BV1nBwkz5EUw/
169	正片	《上班腻了要创业》老哥要30万接盘火锅店，勇次郎：媳妇赚钱你来亏！ @勇哥餐饮原创	BV1TiAFzzEZM	116265049918287	36854369725	https://www.bilibili.com/video/BV1TiAFzzEZM/
170	正片	大姐30万开烤鸡店，最后变成负债90万！有史以来被洗脑最严重的！@勇哥餐饮原创	BV1Jtw1zUEwy	116255335973256	36814718066	https://www.bilibili.com/video/BV1Jtw1zUEwy/
171	正片	45万开海鲜痛风锅！每个月亏3万，勇哥：归零@勇哥餐饮原创	BV1dgwYzrEqM	116248373363955	36782345225	https://www.bilibili.com/video/BV1dgwYzrEqM/
172	正片	大学生不想上班，40万开猴踩雷奶茶店，每月亏掉1.8万！ @勇哥餐饮原创	BV1uFwrzHE5a	116253909844364	25982607167	https://www.bilibili.com/video/BV1uFwrzHE5a/
173	正片	小伙20万开糖葫芦店，只卖4百却有四个店员！勇哥：两个月基本赔光 @勇哥餐饮原创	BV1TQwezYEHu	116249346442972	36787982146	https://www.bilibili.com/video/BV1TQwezYEHu/
174	正片	姐姐带弟弟们40万开农家乐，本想带家人致富，结果好心办坏事。  @勇哥餐饮原创	BV1DTwiz3EoE	116250671907119	36795650001	https://www.bilibili.com/video/BV1DTwiz3EoE/
175	正片	小伙街边卖鸡叉骨很务实，和女友两人共同努力，来自勇哥的认可 @勇哥餐饮原创	BV1r5wEzkETx	116238122485132	36738696638	https://www.bilibili.com/video/BV1r5wEzkETx/
176	正片	《不想上班》小红薯刷到转让坑，14万的咖啡厅能不能接盘？ @勇哥餐饮原创	BV1v7AnzGEWr	116260788505741	36837657208	https://www.bilibili.com/video/BV1v7AnzGEWr/
177	正片	60万转让费的蜜雪冰城，要10年才能回本，值不值的干？ @勇哥餐饮原创	BV1HWAJzJE2d	116261375772351	36841787299	https://www.bilibili.com/video/BV1HWAJzJE2d/
178	正片	富二代要40万开酸奶店，做好亏1百万的准备！勇哥VS少爷。 @勇哥餐饮原创	BV1B8QfBtEAi	116279310552950	36919840366	https://www.bilibili.com/video/BV1B8QfBtEAi/
179	正片	6万接盘“贫民窟厕所风”餐饮店，三哥看了都摇头。每天亏1百小伙还想要开下去 @勇哥餐饮原创	BV1dRQZBHETo	116277817378342	36911448842	https://www.bilibili.com/video/BV1dRQZBHETo/
180	正片	混子没文化真可怕！10万开避风塘奶茶，赚钱的店却给了别人。 @勇哥餐饮原创	BV1KfAgzeEN7	116271458815768	36882940462	https://www.bilibili.com/video/BV1KfAgzeEN7/
181	正片	沪爷300万开茶馆，每年房租就要46万！回本遥遥无期。 @勇哥餐饮原创	BV1emAAzZEXy	116267247734598	36865836380	https://www.bilibili.com/video/BV1emAAzZEXy/
182	正片	一年卖1千万的烧烤店，老板要2百万开分店，勇次郎拦着不让开。 @勇哥餐饮原创	BV154AwzWEM8	116266257877702	36860133803	https://www.bilibili.com/video/BV154AwzWEM8/
183	正片	面馆生意整条街最差，要花35万换位置！拉不下屎坏茅房。 @勇哥餐饮原创	BV1z4AMzmEzj	116270703906639	36878943440	https://www.bilibili.com/video/BV1z4AMzmEzj/
184	正片	60万开啤酒交易所，没开始就亏掉20万  @勇哥餐饮原创	BV1mYAuzaE54	116272129904173	36886874934	https://www.bilibili.com/video/BV1mYAuzaE54/
185	正片	小伙听姐夫的，负债加盟千层蛋糕，勇哥苦劝犟小伙。 @勇哥餐饮原创	BV1Q8A3zGEMu	116273270752746	36893493350	https://www.bilibili.com/video/BV1Q8A3zGEMu/
186	正片	开局两个桶，最低成本“建店”，三天就回本！小伙风险意识有史以来排第一。 @勇哥餐饮原创	BV1YKQ6BwE3J	116284947695866	36949591192	https://www.bilibili.com/video/BV1YKQ6BwE3J/
187	正片	80万转让费的蜜雪冰城，每月能赚3万多！真赚钱能轮到你！	BV1grQ1BCEz3	116287648893764	36960011872	https://www.bilibili.com/video/BV1grQ1BCEz3/
188	正片	负债2百万，再砸1百万开1600平火锅店＝负债300万！ 开业后天天亏钱还有救吗？@勇哥餐饮原创	BV1ruQzB3EuX	116283353990462	36938845405	https://www.bilibili.com/video/BV1ruQzB3EuX/
189	正片	小伙啥都不懂，拉着父母就要开麻辣烫，太想创业了！勇哥：开了必亏 @勇哥餐饮原创	BV1YnQUB9Esp	116290467400221	36978101749	https://www.bilibili.com/video/BV1YnQUB9Esp/
190	正片	“勇哥大厦准备上市”巨大历史机遇！老哥租下一栋楼要开披萨  @勇哥餐饮	BV1YpXpBnEm9	116294292604539	36991995200	https://www.bilibili.com/video/BV1YpXpBnEm9/
191	正片	三孩妈妈被抖音奶茶加盟吸引，勇哥让她把手机换成老年机，20万差点就打了水漂。（视频补档） @勇哥餐饮原创	BV1NNXSBUEdD	116311841770706	37070963842	https://www.bilibili.com/video/BV1NNXSBUEdD/
192	正片	“老兵寿司”租位置需要自购集装箱，管理方主打一个“白嫖”，还不允许转让！@勇哥餐饮原创	BV1TiSfBqE8K	116357458886751	37288413995	https://www.bilibili.com/video/BV1TiSfBqE8K/
193	正片	冤种花18万接下易守难攻的店铺，月亏8千的螺蛳粉店还坚持的住吗？ @勇哥餐饮原创	BV1LCDeBUEpK	116363045634733	37313120313	https://www.bilibili.com/video/BV1LCDeBUEpK/
194	正片	砸30万加盟甜品店，每天却只赚30块！总部也跑路失联了。十年打工一场空  @勇哥餐饮原创	BV1VQXjBTERx	116306774853308	37048615687	https://www.bilibili.com/video/BV1VQXjBTERx/
195	正片	老哥开猪脚饭月赚近10W！又50W开分店，没想到这次翻车。@勇哥餐饮原创	BV1sKXPBJE5h	116300181407001	37017620463	https://www.bilibili.com/video/BV1sKXPBJE5h/
196	正片	小伙亏钱亏傻了！还要全负债25万开奶茶，位置选在倒闭商圈。宣称没有钱更要创业！@勇哥餐饮原创	BV129XHBgEfS	116294678480965	36994548404	https://www.bilibili.com/video/BV129XHBgEfS/
197	正片	亲戚合伙30万开烤鱼店，2斤烤鱼2百块！小伙说别人的烤鱼没有我的好吃。@勇哥餐饮原创	BV1iVXnBUEKe	116293554407050	36988127440	https://www.bilibili.com/video/BV1iVXnBUEKe/
198	正片	店铺闲置6年舍不得出租，电竞小伙要跨行餐饮 @勇哥餐饮原创	BV16gXoB4E7h	116315985544479	37086562467	https://www.bilibili.com/video/BV16gXoB4E7h/
199	正片	15万加盟米线，还没开业就要倒闭！开店前不信任勇哥，这钱亏的一点也不冤。@勇哥餐饮原创	BV1e3XDBYETC	116311388785711	37068081087	https://www.bilibili.com/video/BV1e3XDBYETC/
200	正片	成都首家甜品自助，月营业额10W+。本来有多家分店  @勇哥餐饮原创	BV15mX5BwEFQ	116305986323841	37043504971	https://www.bilibili.com/video/BV15mX5BwEFQ/
201	正片	15万加盟糖水，月亏6千也要坚持开满5年，只为拿回总部的押金！另外15万开的奶茶店也亏光了@勇哥餐饮原创	BV1KGXhBcEAf	116317143238780	37093575273	https://www.bilibili.com/video/BV1KGXhBcEAf/
202	正片	澳门夫妻要开茶饮，评论区都要回澳门截胡位置！不好意思，不是当地的开不鸟。@勇哥餐饮原创	BV1CgD5BzEa7	116350378837972	37252959275	https://www.bilibili.com/video/BV1CgD5BzEa7/
203	正片	花8万在村里开糖水，好朋友入股30万装修。要把这里打造成网红打卡点！@勇哥餐饮原创	BV1MyX6BFEos	116321824017189	37113695353	https://www.bilibili.com/video/BV1MyX6BFEos/
204	正片	15万盘下煎饼店，夫妻两人月赚1.9万后悔了！@勇哥餐饮原创	BV1YBXhBGEvY	116317059287903	37092984887	https://www.bilibili.com/video/BV1YBXhBGEvY/
205	正片	小伙被小红薯种草，要开漂亮酒。被勇哥一顿教育：不是集美胜似集美  @勇哥餐饮原创	BV19jXrBTEW4	116323350741539	37123392768	https://www.bilibili.com/video/BV19jXrBTEW4/
206	正片	姑娘0帧起手当市长，全负债加盟蛋糕，三个月亏光17万！ @勇哥餐饮原创	BV12EQbBWEi6	116397187269754	37474470969	https://www.bilibili.com/video/BV12EQbBWEi6/
207	正片	半年亏光100万的机器人江西小炒！老板称顾客为“羊毛党”，这钱亏的不冤。（成都） @勇哥餐饮原创	BV1Ps9uBiEzx	116339960251526	37204853266	https://www.bilibili.com/video/BV1Ps9uBiEzx/
208	正片	年销170万的蜜雪，只要15万转让费！是天上掉馅饼还是陷阱？ @勇哥餐饮原创	BV1QrDTBNETE	116345983208643	37233688640	https://www.bilibili.com/video/BV1QrDTBNETE/
209	正片	被亲戚做局接盘旺财狗肉馆！看了勇哥四年视频白看了。@勇哥餐饮原创	BV1LXD7BBESe	116369421043374	37342217112	https://www.bilibili.com/video/BV1LXD7BBESe/
210	正片	30万开杂牌奶茶，被蜜雪古茗包围，开业半年全部赔光！  @勇哥餐饮原创	BV1YUddBpEsa	116429382749172	37629461072	https://www.bilibili.com/video/BV1YUddBpEsa/
211	正片	投50万开菌子火锅，毛利率只有30％！每天亏掉1000块！老板还想改成烤鸡，勇哥建议改烤鸡屁股～  @勇哥餐饮原创	BV1Z3d8BQEgR	116411900888098	37541121945	https://www.bilibili.com/video/BV1Z3d8BQEgR/
212	正片	看人赚钱钩子痒！要60万加盟烤肉，击碎小伙创业梦 @勇哥餐饮原创	BV1cSDYBdEr9	116361418311235	37303485376	https://www.bilibili.com/video/BV1cSDYBdEr9/
213	正片	女友闹分手+全家反对，大哥要接手亏钱奶茶店！机智外甥女紧急连线勇哥，拯救被蒙蔽双眼的舅舅 @勇哥餐饮原创	BV1Pm9gBzEBk	116341403027312	37210686805	https://www.bilibili.com/video/BV1Pm9gBzEBk/
214	正片	舅舅中了美人计要接盘奶茶店后续，和勇哥下麦后又去找老板娘了！根本靠不住啊！	BV1edSRBTEHt	116355579774786	37277404927	https://www.bilibili.com/video/BV1edSRBTEHt/
215	正片	以为是个青铜，为了选址守了1年，把8万转让费磨到2万！没想到是个高手。 @勇哥餐饮原创	BV1EoSSBwEfZ	116352677380145	37265670861	https://www.bilibili.com/video/BV1EoSSBwEfZ/
216	正片	50万开防空洞火锅，每月亏近4万！没有停车位还有救吗？ @勇哥餐饮原创	BV14aDMBcEdq	116345429559867	37231856608	https://www.bilibili.com/video/BV14aDMBcEdq/
217	正片	大韭菜要140万加盟烤肉，连麦中总部发力不连了！ 勇次郎：开了就亏200万！ @勇哥餐饮原创	BV19BDrBNERB	116367038614420	37327340389	https://www.bilibili.com/video/BV19BDrBNERB/
218	正片	50万开糖水粉面店，光装修就35万！需要日销4800才能保本！这位置有点悬 @勇哥餐饮原创	BV1y3DjB2Edq	116368313679935	37334288246	https://www.bilibili.com/video/BV1y3DjB2Edq/
219	正片	在东莞80万开西餐自助，每月亏掉6万6！ 还有救吗？ @勇哥餐饮原创	BV1XKDpB5E6o	116372759643282	37354867487	https://www.bilibili.com/video/BV1XKDpB5E6o/
220	正片	40万开“猴踩雷奶茶”，每月亏13万！三个月洗白白！ @勇哥餐饮原创	BV1V4DWBSEhn	116374017935919	37362532521	https://www.bilibili.com/video/BV1V4DWBSEhn/
221	正片	砸100万在荒山野岭盖房，还要花70万装修开土菜馆， 人才中的人才！ @勇哥餐饮原创	BV1Q3DsBUE3i	116373598506154	37359586176	https://www.bilibili.com/video/BV1Q3DsBUE3i/
222	正片	单亲妈妈负债10万开糖水店，每天却只赚50块。勇哥退费399  @勇哥餐饮原创	BV128QcBGE5W	116380493940540	37394189444	https://www.bilibili.com/video/BV128QcBGE5W/
223	正片	宝妈寿司的发财梦，听信总部保证赚钱。还想做成家族企业！勇次郎：两口子一对卧龙凤雏。@勇哥餐饮原创	BV1WXQFBBEKs	116379017612403	37384818465	https://www.bilibili.com/video/BV1WXQFBBEKs/
224	正片	忍受不了前老板的压榨，社恐姑娘要开蛋糕店。前老板以前很好，现在初心变了。 @勇哥餐饮原创	BV1EeQ7ByEKT	116406649687176	37517329695	https://www.bilibili.com/video/BV1EeQ7ByEKT/
225	正片	小红薯刷出来的噩梦！县城砸60万开三明治外卖店，网友都不看好，连线勇哥要打脸网友自己没有错。 @勇哥餐饮原创	BV1QfDSBXEuT	116389738185914	37437768312	https://www.bilibili.com/video/BV1QfDSBXEuT/
226	正片	报喜鸟来啦！麻辣烫店月赚3W+，老板发财开分店！ @勇哥餐饮原创	BV1cRoQBoEH5	116464799580295	37815191086	https://www.bilibili.com/video/BV1cRoQBoEH5/
227	正片	亏掉100万还不死心？成都大姐超级不服气，执意再开餐饮店！ @勇哥餐饮原创	BV1ppoxBXESy	116447468716160	37718000371	https://www.bilibili.com/video/BV1ppoxBXESy/
228	正片	老板一分钱没有，要全负债18W开漂亮饭！勇哥：成都的朋友千万不要借给他，开了必亏。  @勇哥餐饮原创	BV1WNoKBYETn	116436446022381	37663345789	https://www.bilibili.com/video/BV1WNoKBYETn/
229	正片	餐饮界奇人天使哥！赔光200万+负债！只因免费给人装修只要入股。简直是餐饮界的天使投资人。@勇哥餐饮原创	BV11YQvBMELb	116401683565545	25997680233	https://www.bilibili.com/video/BV11YQvBMELb/
230	正片	20万加盟小食堂，光酱料就花5万！刚找勇哥支招总部就打来电话。 @勇哥餐饮原创	BV1L5osBuELu	116447955127496	37721474920	https://www.bilibili.com/video/BV1L5osBuELu/
231	正片	大姐成元炁派掌门，卖中药奶茶，深陷其中无法自拔！直播间已经笑疯！@勇哥餐饮原创	BV1pZDDBVEQ9	116391046808659	37445437945	https://www.bilibili.com/video/BV1pZDDBVEQ9/
232	正片	北京高端减脂餐外卖，想吃先交1千会员费！勇哥：你的逻辑无懈可击，但是不妨碍一个月就倒闭。  @勇哥餐饮原创	BV1xjdhBMEWH	116413276621844	37549115376	https://www.bilibili.com/video/BV1xjdhBMEWH/
233	正片	云南神人加盟山东米线，3个月亏光20万！十年打工一场空，没有认知真可怕。 @勇哥餐饮原创	BV1KtoaBCEJA	116451998500818	37741333581	https://www.bilibili.com/video/BV1KtoaBCEJA/
234	正片	脚滑的女人35万搞营地，勇哥打碎美女创业梦！5万定金还能退吗？ （广东）@勇哥餐饮原创	BV1WeoCBMEuW	116476996487158	37908122458	https://www.bilibili.com/video/BV1WeoCBMEuW/
235	正片	烤冷面年赚40万！小伙彻底飘了，要自营奶茶和自己店铺打造三角联动。  @勇哥餐饮原创	BV13Yo6BGEPH	116474614189010	37868405992	https://www.bilibili.com/video/BV13Yo6BGEPH/
236	正片	女友夸爆铁板鸡架，小伙无脑接盘亏钱店！前老板说啥都相信。。。  @勇哥餐饮原创	BV1m1o9B6EAC	116466007475763	37822793665	https://www.bilibili.com/video/BV1m1o9B6EAC/
237	正片	豆米火锅月赚3万，房东眼红赶走自己开！老板娘立马100万买下隔壁和原房东对掏！ @勇哥餐饮原创	BV1G1o5BMENo	116458742939858	37778558080	https://www.bilibili.com/video/BV1G1o5BMENo/
238	正片	被女友表叔坑惨，30万接盘了炸肉店，现月亏1万多该怎么办？ @勇哥餐饮原创	BV1R4546zE8v	116555077649699	38256381475	https://www.bilibili.com/video/BV1R4546zE8v/
239	正片	100万开虾滑自助倒闭后，竟有冤种要接盘！明知商场没有人！明知不赚钱！这是为什么？@勇哥餐饮原创	BV1TN5b6YEqx	116556151392214	38262935534	https://www.bilibili.com/video/BV1TN5b6YEqx/
240	正片	2位冤种负债开面包店，开业6天亏光15万！—《赌徒的创业录》   @勇哥餐饮原创	BV1yq9SBUEbG	116485955519571	37932501904	https://www.bilibili.com/video/BV1yq9SBUEbG/
241	正片	韩国纯爱战士，因女友留在国内。在江苏开大力神韩国烤肉，月赚2万+。 @勇哥餐饮原创	BV1kYorBcExR	116475838922960	37875746763	https://www.bilibili.com/video/BV1kYorBcExR/
242	正片	在西安市1200万开火锅，每月亏30万！连麦史上最大连续亏损，地产老板跨界翻车。  @勇哥餐饮原创	BV1vn9QBuEaV	116487247497112	37941743606	https://www.bilibili.com/video/BV1vn9QBuEaV/
243	正片	西安1200万火锅后续，憨憨老板连麦，亏损大幅减少。勇哥：继续优化员工！@勇哥餐饮原创	BV1jKRQBkEKb	116543820202331	38211093613	https://www.bilibili.com/video/BV1jKRQBkEKb/
244	正片	韭菜姐弟100万开面包店，每月亏5万！开业三个月就要亏光洗白？ @勇哥餐饮原创	BV1yT9YBNE1y	116492834177084	37972804222	https://www.bilibili.com/video/BV1yT9YBNE1y/
245	正片	三娃夫妻全负债开奶茶店！信用卡都刷爆了，还有救吗？  @勇哥餐饮原创	BV1Fz9eBAEak	116493975029756	37980997350	https://www.bilibili.com/video/BV1Fz9eBAEak/
246	正片	25万开270平外卖店！需日销4千5才能保本，现在每天亏800块进退两难。 @勇哥餐饮原创	BV1gA9qBsE2B	116496625894004	37993513047	https://www.bilibili.com/video/BV1gA9qBsE2B/
247	正片	在蜜雪冰城隔壁卖冰酒酿，70％的毛利日亏100块。老父亲出钱，老婆算账，小舅子看店。 @勇哥餐饮原创	BV1hiRTBVEmR	116498706204650	38006950253	https://www.bilibili.com/video/BV1hiRTBVEmR/
248	正片	犟种姐认为自己很有能力，要在无人楼层开漂亮饭。勇哥直言开了必亏40万！@勇哥餐饮原创	BV1nKRGBuEhQ	116500048379917	38015336548	https://www.bilibili.com/video/BV1nKRGBuEhQ/
249	正片	史上最牛B烧烤店，谁见了都要说一声：牛B！ 在镇上最牛位置月赚2万+  @勇哥餐饮原创	BV1VqRFB8EoQ	116509728901855	38058917961	https://www.bilibili.com/video/BV1VqRFB8EoQ/
250	正片	30万加盟小火锅每天挂0蛋，开业十天亏光啦！（上海） @勇哥餐饮原创	BV1HWReBTEDX	116514057421554	38075501562	https://www.bilibili.com/video/BV1HWReBTEDX/
251	正片	感觉哥要负债在二楼开火锅，满嘴胡话不靠谱，没开业先亏1万。全程被勇哥教育！  @勇哥餐饮原创	BV1vERvBbEjh	116515332425693	38081463855	https://www.bilibili.com/video/BV1vERvBbEjh/
252	正片	职业经理要自创奶茶，和品牌奶茶硬刚！15一杯怎么打？@勇哥餐饮原创	BV1FhRiBgEzt	116516624269340	38088214233	https://www.bilibili.com/video/BV1FhRiBgEzt/
253	正片	1百多万在加拿大开素食餐厅，日赚17加币，开业5年都没有回本。@勇哥餐饮原创	BV1eBR1BxEm7	116521439332930	38107284340	https://www.bilibili.com/video/BV1eBR1BxEm7/
254	正片	10万开糖水日亏3百，就要儿子和小姨看店。上次连麦勇哥让关掉，不服气还要再开新店。 @勇哥餐饮原创	BV1BKRkBDEFu	116519661011582	38097912911	https://www.bilibili.com/video/BV1BKRkBDEFu/
255	正片	30万加盟杂牌汉堡被坑，没想到能日卖4千！小伙自己也是个“高手”。@勇哥餐饮原创	BV1hrRCB1Ea6	116520835351582	38103876687	https://www.bilibili.com/video/BV1hrRCB1Ea6/
256	正片	30万开宠物友好烤肉，没开业就原地倒闭全亏光！ @勇哥餐饮原创	BV1HnRpBzEiD	116525600082968	38122226699	https://www.bilibili.com/video/BV1HnRpBzEiD/
257	正片	犟种恼羞成怒和勇哥互喷！50万开日咖夜酒被割就是不肯承认，不听勇哥建议还说是纸上谈兵！@勇哥餐饮原创	BV1JvR4B1ETj	116526774486665	38130681575	https://www.bilibili.com/video/BV1JvR4B1ETj/
258	正片	把房子抵押60万，开浪浪山羊肉串！月亏3万老板想放弃，勇哥说还有机会。 @勇哥餐饮原创	BV12kRtBfEsa	116528183772192	38140251588	https://www.bilibili.com/video/BV12kRtBfEsa/
259	正片	应届生姑娘要开咖啡店，单亲妈妈连麦勇哥劝退：开了必亏20万！@勇哥餐饮原创	BV14pdcBQEFu	116531086230106	38149818683	https://www.bilibili.com/video/BV14pdcBQEFu/
260	正片	泪目 励志脑瘫小伙打工攒钱开店，靠自己撕开命运的枷锁，超级正能量！@勇哥餐饮原创	BV1RNdcBPEDo	116531556059022	38152309128	https://www.bilibili.com/video/BV1RNdcBPEDo/
261	正片	70万开“最好吃的火锅”！每天亏钱找神棍算命，小伙不明白最好吃的火锅为什么亏钱！ @勇哥餐饮原创	BV1dxdwBzEth	116532478937935	38158533567	https://www.bilibili.com/video/BV1dxdwBzEth/
262	正片	15万开烤牛肋条月亏2万，开业前联系了勇哥嫌麻烦就不问，如今亏钱了有不听建议。 @勇哥餐饮原创	BV1bZdcBZE6F	116533116339837	38162595985	https://www.bilibili.com/video/BV1bZdcBZE6F/
263	正片	每月赚2万的煲仔饭，要花11万转让费接盘。冤种小伙快被馅饼砸晕了！ @勇哥餐饮原创	BV1c4dMBAEau	116537461573520	38180163541	https://www.bilibili.com/video/BV1c4dMBAEau/
264	正片	负债30万开火锅店，不听建议气的勇哥扇自己：每月亏1万为什么不改？@勇哥餐饮原创	BV1uVdgBSEHK	116538099105863	38184487927	https://www.bilibili.com/video/BV1uVdgBSEHK/
265	正片	勇哥大厦培训基地马上开业， 360℃转一圈！@勇哥餐饮原创	BV1ub5C6VExk	116565764735428	38298520890	https://www.bilibili.com/video/BV1ub5C6VExk/
266	正片	姑娘30万开猫咖，每月吃1万块猫粮，每天却只有20块营业额！@勇哥餐饮原创	BV1ocdGBiEZz	116539139426113	38191826394	https://www.bilibili.com/video/BV1ocdGBiEZz/
267	正片	27万入局中药养生茶，开在瑞幸旁边，月亏1万5沦为韭菜。 @勇哥餐饮原创	BV1Qh5m6tERk	116567744578000	38310052756	https://www.bilibili.com/video/BV1Qh5m6tERk/
268	正片	姐妹15万接手砂锅店，老头又在对面开同款，还要姐妹把店便宜转给他！真是不讲武德。@勇哥餐饮原创	BV1R2RSBiEau	116542545134160	38203755202	https://www.bilibili.com/video/BV1R2RSBiEau/
269	正片	夫妻自信17万开麻辣烫，亏钱后勇哥救我！开店前不问偏要等亏了才知道痛。@勇哥餐饮原创	BV1EpRXBSEEf	116543048385678	38206311542	https://www.bilibili.com/video/BV1EpRXBSEEf/
270	正片	60万的糖水店只要16万！大姐要被馅饼砸晕了，勇哥：接了百分百亏钱。@勇哥餐饮原创	BV1duR9B7EDG	116544625444333	38216207478	https://www.bilibili.com/video/BV1duR9B7EDG/
271	正片	18万开烤肉店月赚6万，老板居然要低价转让！这是嫌弃赚钱烫手吗？@勇哥餐饮原创	BV11qRZByEyX	116548198993666	38228265679	https://www.bilibili.com/video/BV11qRZByEyX/
